Date,Business Name,Website,Emails,Verified Emails,Verification Status,Phone,Country,Status
2026-08-13,AAMAX – AI-Powered Web Development & Digital Marketing Services,https://aamax.co,info@aamax.co,,unverified,,,new
2026-08-13,Enests,https://enests.co,info@enests.co,,invalid,,,new
2026-08-13,Find the Right Service Providers for Your Projects,https://feedbax.ai,"info@feedbax.de, info@andersenlab.de, info@feedbax.ai, kontakt@feedbax.de",info@andersenlab.de,valid,,,emailed
2026-08-22,YandaZ,https://profis-vor-ort.de,support@yandaz.com,,unverified,,,new
2026-08-19,Webendly,https://webendly.com,fabiano@frascati.ch,,unverified,,,new
2026-08-14,AAM Consultants - Digital Marketing & Web Development Agency,https://www.aamconsultants.org,info@aamconsultants.org,,invalid,334-9955239,,new
2026-08-14,DREIKON GmbH & Co. KG,https://www.dreikon.de,info@dreikon.de,info@dreikon.de,valid,251 - 3946896,,emailed
2026-08-29,INSYNC™,https://www.in-sync.io,"max.mustermann@email.com, hello@in-sync.io, nhello@in-sync.io, robertsiemens@in-sync.io","hello@in-sync.io, robertsiemens@in-sync.io",valid,1522 8453675,,new
2026-08-22,App Entwicklung und UX/UI Design mit 100% Kundenzufriedenheit,https://www.knguru.de,hello@knguru.de,hello@knguru.de,valid,2396569,,emailed
2026-08-17,Basal Labs,https://www.thebasallabs.com,"info@thebasallabs.com, your@email.com",info@thebasallabs.com,catch_all,,,emailed
